taskname,category
Scanning/ Test Fit,Soft Costs
Schedule Consultant-Aegis,Soft Costs
Scheduling,Uncategorized
Schematic Design,Soft Costs
Schillaci Architect,Soft Costs
Schindler Delivery Support/Logistics,Uncategorized
Schneider Controls Pkg.,Construction
Schneider Digital,Uncategorized
Schneider Digital Expense,Uncategorized
Schneider Electric,Construction
"Schneider Electrical PO (Install Labor, Material, Consolidation, Tax)",Construction
Sealcoat,Uncategorized
Seals and Bumpers - OHD of Harrisburg,Uncategorized
Season Ticket Lounge,Uncategorized
Seat Sensors,Uncategorized
Seat Sensors (Annual),Uncategorized
Seating,FF&E + Millwork
Secuirty Decom,FF&E + Millwork
Secure Space & Power,Uncategorized
Securitas - Base Scope,Soft Costs
Security,FF&E + Millwork
Security  - Cameras,FF&E + Millwork
Security & Access Control,FF&E + Millwork
Security & Access Controls,FF&E + Millwork
Security & Cabling,FF&E + Millwork
Security & Card Access,FF&E + Millwork
Security & Equipment Install,FF&E + Millwork
Security (AAA Vendor),FF&E + Millwork
Security (ADT - Surprise Brivo Demo),FF&E + Millwork
Security (ADT/Brivo),FF&E + Millwork
Security (BPC002756),FF&E + Millwork
Security (BRIVO),FF&E + Millwork
Security (Brivo/ADT),FF&E + Millwork
Security (Card Readers/Cameras/Fire),FF&E + Millwork
Security (Design-Builder),FF&E + Millwork
Security (KEV Security),FF&E + Millwork
Security (Moved to General Construction),Construction
Security (NWB),FF&E + Millwork
Security (PTI),FF&E + Millwork
Security (Services + Trips),FF&E + Millwork
Security (Val),FF&E + Millwork
Security (card readers),FF&E + Millwork
Security (infrastructure + wiring),FF&E + Millwork
Security - ADT/Brivo,FF&E + Millwork
Security - Access Control,FF&E + Millwork
Security - Access Control & CCTV (00011 / 11020),FF&E + Millwork
Security - Access Control & Intrusion,FF&E + Millwork
Security - Access Controls,FF&E + Millwork
Security - Access control door hardware (Moved to LV line item),FF&E + Millwork
Security - Allied Universal,FF&E + Millwork
Security - Ararm / CCTV (Navco),FF&E + Millwork
Security - BRIVO,FF&E + Millwork
Security - Burglar Alarm,FF&E + Millwork
Security - CCTV,FF&E + Millwork
"Security - CCTV, Card Access, Site - NextGen Security",FF&E + Millwork
Security - CTCI,FF&E + Millwork
Security - Cabling,FF&E + Millwork
Security - Cameras,FF&E + Millwork
Security - Card Readers,FF&E + Millwork
Security - Card Readers (added alarm),FF&E + Millwork
Security - Convergint,FF&E + Millwork
Security - Datawatch,FF&E + Millwork
Security - Design and Install,FF&E + Millwork
Security - Door Access (Navco),FF&E + Millwork
Security - Door Hardware (Navco),FF&E + Millwork
Security - EXP,FF&E + Millwork
Security - Equipment,FF&E + Millwork
"Security - Equipment, Access Control & CCTV",FF&E + Millwork
"Security - Equipment, Access Control, CCTV",FF&E + Millwork
Security - Exp,FF&E + Millwork
Security - FT/Securitas,FF&E + Millwork
Security - Fisk,FF&E + Millwork
Security - IT,FF&E + Millwork
Security - Ighty,FF&E + Millwork
Security - Included Above,FF&E + Millwork
Security - JCI,FF&E + Millwork
Security - KEV,FF&E + Millwork
Security - KEV Security,FF&E + Millwork
Security - MMG Ortho,FF&E + Millwork
Security - ND,FF&E + Millwork
Security - National Tech,FF&E + Millwork
Security - Partial 5th Floor,FF&E + Millwork
"Security - Phase 2 Cameras, Card Readers & Keying",FF&E + Millwork
Security - Presidio,FF&E + Millwork
Security - RDT,FF&E + Millwork
Security - Re Keying Locks,FF&E + Millwork
Security - Roku Direct Vendor,FF&E + Millwork
Security - Sasco,FF&E + Millwork
Security - Security Gate & Door Control,FF&E + Millwork
Security - access control,FF&E + Millwork
Security / Access,FF&E + Millwork
Security / Access Control,FF&E + Millwork
Security / Data / AV / Sound Masking,FF&E + Millwork
Security / Protection Services,FF&E + Millwork
Security / Surveillance,FF&E + Millwork
Security / Surveillance (CAPEX),FF&E + Millwork
Security / Surveillance (Card Readers),FF&E + Millwork
Security 216,FF&E + Millwork
Security 435,FF&E + Millwork
Security Access,FF&E + Millwork
Security Access - Automated Controls,FF&E + Millwork
Security Access - ThyssenKrupp,FF&E + Millwork
Security Access Control - CSI,FF&E + Millwork
Security Access Control - FTS,FF&E + Millwork
Security Access Controls & Cameras & Intrusion,FF&E + Millwork
"Security Access Monitoring, et",FF&E + Millwork
Security CCTV,FF&E + Millwork
Security CCTV - CSI,FF&E + Millwork
Security Cabling,FF&E + Millwork
Security Cabling & Equipment,FF&E + Millwork
Security Consultant,FF&E + Millwork
Security Consultant (Marquis),FF&E + Millwork
Security Consultant (RDT),FF&E + Millwork
Security Consultant (USIS),FF&E + Millwork
Security Consultant - Guidepost,FF&E + Millwork
Security Consultant - RDT,FF&E + Millwork
Security Consultant NOVO# 120-132,FF&E + Millwork
Security Consultant/ Convergint,FF&E + Millwork
Security Decom,FF&E + Millwork
Security Design,FF&E + Millwork
Security Design & Equipment Install - RFI,FF&E + Millwork
Security Design & Install,FF&E + Millwork
Security Design Build,FF&E + Millwork
Security Design Consultant,FF&E + Millwork
"Security Design, Equipment and Installation - SBDWW",FF&E + Millwork
Security Detail (BXP),FF&E + Millwork
Security Door Control Inc. Gates,FF&E + Millwork
Security Equipment,FF&E + Millwork
Security Equipment & Install,FF&E + Millwork
Security Equipment & Install (by Invesco),FF&E + Millwork
Security Equipment & Integration (if direct w/ Twitter),FF&E + Millwork
Security Equipment (Included in Construction),FF&E + Millwork
Security Equipment (Telecom),FF&E + Millwork
Security Equipment - TriTech,FF&E + Millwork
Security Equipment Exp,FF&E + Millwork
Security Equipment Materials,FF&E + Millwork
Security Equipment and Cabling- Diversified,FF&E + Millwork
Security Equipment- Avisight,FF&E + Millwork
Security Equipment- IES,FF&E + Millwork
Security Estimate,FF&E + Millwork
Security Fence Upgrades,FF&E + Millwork
Security Film,FF&E + Millwork
Security Guard,FF&E + Millwork
Security Guard Allowance,Construction
Security Guards,FF&E + Millwork
Security Hard Costs,FF&E + Millwork
Security Hardware,FF&E + Millwork
Security Infrastructure,FF&E + Millwork
Security Install,FF&E + Millwork
Security Installation Labor,FF&E + Millwork
Security Integrator,FF&E + Millwork
Security Management,FF&E + Millwork
Security Misc.,FF&E + Millwork
Security Monitoring and Controls,FF&E + Millwork
Security Patrol,FF&E + Millwork
Security Proposal,FF&E + Millwork
Security System,FF&E + Millwork
"Security System (card access L3,L7,L8)",FF&E + Millwork
Security System - Access Control,FF&E + Millwork
Security System - HW & Programming,FF&E + Millwork
Security System - L,FF&E + Millwork
Security System - Removal,FF&E + Millwork
Security System / Equipment,FF&E + Millwork
Security System Decom,FF&E + Millwork
Security System Install,FF&E + Millwork
Security System Removal (Convergint),FF&E + Millwork
Security System Works,FF&E + Millwork
Security System/Brivo,FF&E + Millwork
Security System/Equipment (Including Security Cabling),FF&E + Millwork
Security Systems,FF&E + Millwork
Security Systems (and Labor),FF&E + Millwork
Security Systems - Exp,FF&E + Millwork
Security Systems / Access Control,FF&E + Millwork
Security Systems / Access Control / CCTV,FF&E + Millwork
Security Troubleshooting,FF&E + Millwork
Security Vendor,FF&E + Millwork
Security Vendor - LIFT (NextGen),FF&E + Millwork
Security Works,FF&E + Millwork
Security _ RDA,FF&E + Millwork
Security and Telecom Equipment - Linear,FF&E + Millwork
Security equipment upgrade,FF&E + Millwork
Security film on the facade,FF&E + Millwork
Security guard,FF&E + Millwork
"Security guard, cleaning, moving, building costs, freight charges",FF&E + Millwork
Security start up and Security Guards,FF&E + Millwork
Security system,FF&E + Millwork
Security system - Remote Programming,FF&E + Millwork
Security | Approved CAR Value - GRE CAP,FF&E + Millwork
Security(KEV Security),FF&E + Millwork
"Security, All",FF&E + Millwork
"Security, CCTV & Access Control",FF&E + Millwork
"Security, CCTV & Access Control AV",FF&E + Millwork
"Security, Fire & Camera Systems",FF&E + Millwork
"Security, Fire and Camera Systems",FF&E + Millwork
"Security, Sound Masking, AV, Data - ITS",FF&E + Millwork
"Security, all",FF&E + Millwork
"Security, all (HBS)",FF&E + Millwork
"Security, all - BPT/Security",FF&E + Millwork
Security-,FF&E + Millwork
Security- ADT,FF&E + Millwork
Security- Access Control,FF&E + Millwork
Security- Access Controls,FF&E + Millwork
"Security- Access Controls (Harris, managed by Carta)",FF&E + Millwork
Security- Access control and CCTV,FF&E + Millwork
Security- Cable/Wire (Solda Electric),FF&E + Millwork
Security- Cable/Wire (allowance),Construction
Security- Camera - AVS,FF&E + Millwork
Security- Cameras,FF&E + Millwork
Security- Card Reader - Data WBE,FF&E + Millwork
Security- Decommissioning,FF&E + Millwork
Security- Design / Equipment,FF&E + Millwork
Security- EXP,FF&E + Millwork
Security- Equipment,FF&E + Millwork
Security- Equipment & Install,FF&E + Millwork
Security- Equipment (Convirgent),FF&E + Millwork
Security- Equipment (KB Technologoies),FF&E + Millwork
Security- Equipment (McMillian),FF&E + Millwork
Security- Equipment (Navco),FF&E + Millwork
"Security- Equipment (card access, video, intrusion)",FF&E + Millwork
Security- Equipment - AUTS,FF&E + Millwork
Security- Equipment - CCS - Transferred funds to HC Construction,FF&E + Millwork
Security- Equipment - CCTV Security System (Access Control)(Camera Monitoring),FF&E + Millwork
Security- Equipment - Kastle Systems,FF&E + Millwork
Security- Equipment - Retail,FF&E + Millwork
Security- Equipment - SCIF,FF&E + Millwork
Security- Equipment - Security Door & Gate Control,FF&E + Millwork
Security- Equipment - Stanley,FF&E + Millwork
Security- Equipment - WBE,FF&E + Millwork
Security- Equipment // Retail,FF&E + Millwork
Security- Equipment Convergint,FF&E + Millwork
Security- Equipment Materials,FF&E + Millwork
Security- Equipment Removal,FF&E + Millwork
Security- Equipment and Install,FF&E + Millwork
Security- Equipment and Installation,FF&E + Millwork
"Security- Equipment, Access Control & CCTV",FF&E + Millwork
Security- Equipment/Fencing,FF&E + Millwork
Security- Full Scope supported under GC,FF&E + Millwork
Security- Intrusion and Camera Systems,FF&E + Millwork
Security- Johnson Controls,FF&E + Millwork
Security- Main Access Systems,FF&E + Millwork
Security- Original Scope,FF&E + Millwork
Security- Other,FF&E + Millwork
Security- Programming- Advent,FF&E + Millwork
Security- TSC,FF&E + Millwork
Security- Verkada Equipment,FF&E + Millwork
Security- access control,FF&E + Millwork
Security- piping CCTV-AC,FF&E + Millwork
Security-Access Control,FF&E + Millwork
Security-Brivo,FF&E + Millwork
Security-Exp,FF&E + Millwork
Security-G4S,FF&E + Millwork
Security-ITS Install,FF&E + Millwork
Security-NCCO Security,FF&E + Millwork
Security/ Low Voltage Cabling,FF&E + Millwork
Security/Access Control,FF&E + Millwork
Security/Access Control/Equipment (Placeholder),FF&E + Millwork
Security/Access Controls,FF&E + Millwork
Security/Brivo,FF&E + Millwork
Security/Surveillance,FF&E + Millwork
Security: Access Controls & CCTV,FF&E + Millwork
Security: System Design and Installation,FF&E + Millwork
SecurityEquipment CS,FF&E + Millwork
SecurityEquipment JL,FF&E + Millwork
Security_Admin,FF&E + Millwork
Security| all,FF&E + Millwork
Securty - NRH PT,Uncategorized
Seismic Review,Uncategorized
Select Service,Construction
Selective Demolition,Construction
Self Assessed Taxes,Uncategorized
Sensor commissioning & configuration,Soft Costs
Sensors,Uncategorized
September Management Fee,Soft Costs
Septic tank allowance,Construction
Server Equipment & OFE,FF&E + Millwork
Server Room Build,Uncategorized
Server Room Equipment,FF&E + Millwork
Servers & Storage,Uncategorized
Servers and Storage,Uncategorized
ServiceNow,Uncategorized
Services Consultant,Soft Costs
Services Engineers (MEP),Soft Costs
Sewer SDC credit for future sewer line along east property line,Construction
Sewer Use and Drainage Permit (SUDP),Soft Costs
Shade Structure,Uncategorized
Shade Structure and footings,Uncategorized
Shades,Uncategorized
Shades/Window Treatments,FF&E + Millwork
Shading Install- Allowance,Construction
Shadley Associates Base fee,Construction
Shake Shack - 30%,Uncategorized
Shared Services Labor,Uncategorized
"Shawmut Ph1, Ph2, Ph 3A, CRs (overbilled due to GC/PR)",Construction
Shed 4F & 4G Demo Gen Conditions-OPx,Uncategorized
Sheeting & Shoring,Construction
"Shell & Core, Base Building, Landlord Coordination",Construction
Shelving,FF&E + Millwork
Shelving Allowance,Construction
Sherman Oaks Phase 1-3,Soft Costs
Shielding,Uncategorized
Shielding Consultant,Soft Costs
Shielding Design,Uncategorized
Shielding Design/ Testing,Soft Costs
Shielding Modification,Uncategorized
Shipments,Uncategorized
Shipping & Customs 6% of Hard Costs & Millwork,FF&E + Millwork
Shipping Cost,Uncategorized
Shipping and Taxes,Uncategorized
Shipping of sensors,Uncategorized
Shop Building,Uncategorized
Shoring & bracing,Construction
Showers,Uncategorized
Showroom Furniture,FF&E + Millwork
Siemens,Uncategorized
Siemens Acusion Freestyle Ultrasound,Uncategorized
Siemens Acusion S3000 Ultrasound,Uncategorized
Siemens Artis Zee Ceiling IR1,FF&E + Millwork
Siemens Artis Zee Ceiling IR2,FF&E + Millwork
Siemens Artis Zee Ceiling IR3,FF&E + Millwork
Siemens Artis Zee Ceiling IR4,FF&E + Millwork
Siemens Artis Zee Ceiling IR5,FF&E + Millwork
Siemens Somtom Definition Edge,Uncategorized
Sign & Graphics,FF&E + Millwork
Sign - Parvin Clauss (Interior + Exterior),Construction
Sign - TPI (Existing Metal Sign Removal),Uncategorized
Sign Demo and clean up,Uncategorized
Signage,FF&E + Millwork
Signage &  Branding,FF&E + Millwork
Signage & Art Work (Interior),FF&E + Millwork
Signage & Artwork,FF&E + Millwork
Signage & Artwork - Image Options / Pro Signs,FF&E + Millwork
Signage & Branding,FF&E + Millwork
Signage & Branding Allowance,Construction
Signage & Graphics,FF&E + Millwork
Signage & Wayfinding Consultant,FF&E + Millwork
Signage & Window shades,FF&E + Millwork
Signage ( Interior & Exterior),FF&E + Millwork
Signage (AdImpact),FF&E + Millwork
Signage (Building Entrance),FF&E + Millwork
Signage (Coloredge),FF&E + Millwork
Signage (Corporate Sign Systems),FF&E + Millwork
"Signage (Distraction dots, posters, mural)",FF&E + Millwork
Signage (Exterior Building Signage),FF&E + Millwork
Signage (Exterior),FF&E + Millwork
Signage (Exterior/Interior),FF&E + Millwork
Signage (Interior & Corridor),FF&E + Millwork
Signage (Interior & Exterior),FF&E + Millwork
Signage (Interior Code Only),FF&E + Millwork
Signage (Interior),FF&E + Millwork
Signage (Interior) & Branding,FF&E + Millwork
Signage (Interior/Wayfinding),FF&E + Millwork
Signage (Intersign),FF&E + Millwork
Signage (New),FF&E + Millwork
Signage (Personnel + Locational),FF&E + Millwork
Signage (Reception Area),FF&E + Millwork
Signage (Top Notch Graphics),FF&E + Millwork
Signage (Vinyls),FF&E + Millwork
Signage (interior/Exterior),FF&E + Millwork
Signage (interior/exterior),FF&E + Millwork
Signage - ATM Surrounds,FF&E + Millwork
Signage - Allowance,Construction
Signage - Branding,FF&E + Millwork
Signage - CAP,FF&E + Millwork
Signage - Chandler Signs,FF&E + Millwork
Signage - Exp,FF&E + Millwork
Signage - Exterior,FF&E + Millwork
Signage - Exterior & Interior,FF&E + Millwork
Signage - Exterior - LL (Emco Press Corporation),FF&E + Millwork
Signage - Exterior Building & Monument signs (02801 / 10430),FF&E + Millwork
Signage - Exterior LI 2.0,FF&E + Millwork
Signage - Interior,FF&E + Millwork
Signage - Interior Entry,FF&E + Millwork
Signage - Interior Graphics,FF&E + Millwork
Signage - Interior LI 2.0,FF&E + Millwork
Signage - Interior Signage,FF&E + Millwork
"Signage - Interior Wayfinding, Room & Workstations (CC 61000 / 61217)",FF&E + Millwork
Signage - Interior office & workstation (TBD),FF&E + Millwork
Signage - L,FF&E + Millwork
Signage - Reception & Elevator Lobby (Jack Stone Signs),FF&E + Millwork
Signage - Roku direct vendor,FF&E + Millwork
Signage - Room & Directonal,FF&E + Millwork
Signage - Top of Building/ Street Level Eyebrow,FF&E + Millwork
Signage - exterior,FF&E + Millwork
Signage /  Branding,FF&E + Millwork
Signage / Branding,FF&E + Millwork
Signage / Graphics,FF&E + Millwork
Signage / Graphics - Advance Signs,FF&E + Millwork
Signage / Graphics - Exterior,FF&E + Millwork
Signage / Graphics - Interior & Wayfinding,FF&E + Millwork
Signage / Graphics / Branding,FF&E + Millwork
Signage / Graphics Contingency,Construction
Signage / Privacy Film,FF&E + Millwork
Signage / Wayfinding / Environmental Graphics,FF&E + Millwork
Signage Allowance,Construction
Signage Allowance - Exterior,Construction
Signage Allowance: Exterior,Construction
Signage Allowance: Interior & Branding,Construction
Signage Allowance: interior Branding,Construction
Signage Consultant,FF&E + Millwork
Signage Consultant - Nativo,FF&E + Millwork
Signage Design,FF&E + Millwork
Signage Designer,FF&E + Millwork
Signage EGD,FF&E + Millwork
Signage Exp,FF&E + Millwork
Signage Exterior,FF&E + Millwork
Signage Interior,FF&E + Millwork
Signage Management,FF&E + Millwork
Signage Relocation,FF&E + Millwork
Signage Removal,FF&E + Millwork
Signage Removal & Restoration,FF&E + Millwork
Signage Removal/Demo,FF&E + Millwork
Signage Variance,FF&E + Millwork
Signage Vendor,FF&E + Millwork
Signage and Branding,FF&E + Millwork
Signage and Film,FF&E + Millwork
Signage and Glass Vinyl,FF&E + Millwork
Signage and Graphics,FF&E + Millwork
Signage at Reception,FF&E + Millwork
Signage corporate fachade,FF&E + Millwork
Signage for Interiors (Includes Logo Signage),FF&E + Millwork
Signage removal & restoration,FF&E + Millwork
Signage | Approved CAR value - GRE CAP,FF&E + Millwork
"Signage, Branding, Art",FF&E + Millwork
Signage-Exp,FF&E + Millwork
Signage-Interior,FF&E + Millwork
Signage/ Branding/ Artwork,FF&E + Millwork
Signage/Appliances/Graphics/Misc.,FF&E + Millwork
Signage/Artwork,FF&E + Millwork
Signage/Branding,FF&E + Millwork
Signage/Branding (Included in Construction),FF&E + Millwork
Signage/Branding Architectural Fee,FF&E + Millwork
Signage/Graphics,FF&E + Millwork
"Signage/Graphics $202,435.08",FF&E + Millwork
Signage/Graphics & Artwork,FF&E + Millwork
Signage/Graphics & Merchandising,FF&E + Millwork
Signage/Graphics (1744),FF&E + Millwork
Signage/Graphics (Fabricate & Install),FF&E + Millwork
Signage/Graphics (Image 360),FF&E + Millwork
Signage/Graphics (Int/Ext),FF&E + Millwork
Signage/Graphics (Placeholder),FF&E + Millwork
Signage/Graphics (Vinyls),FF&E + Millwork
Signage/Graphics (allowance),Construction
Signage/Graphics - 71 Visuals,FF&E + Millwork
Signage/Graphics - ASI,FF&E + Millwork
Signage/Graphics - Airspace,FF&E + Millwork
Signage/Graphics - Atlas,FF&E + Millwork
Signage/Graphics - Chandler Signs,FF&E + Millwork
Signage/Graphics - Coyle,FF&E + Millwork
Signage/Graphics - D10,FF&E + Millwork
Signage/Graphics - DaNite,FF&E + Millwork
Signage/Graphics - Drive21,FF&E + Millwork
Signage/Graphics - Exterior,FF&E + Millwork
Signage/Graphics - Exterior & Monument,FF&E + Millwork
Signage/Graphics - Exterior & Monuments,FF&E + Millwork
Signage/Graphics - Exterior (ASG),FF&E + Millwork
Signage/Graphics - Exterior (Effective Sign),FF&E + Millwork
Signage/Graphics - Hornall Anderson,FF&E + Millwork
Signage/Graphics - Ideation Orange & Sign Text,FF&E + Millwork
Signage/Graphics - Interior,FF&E + Millwork
Signage/Graphics - Interior & Wayfinding,FF&E + Millwork
Signage/Graphics - Interior (Effective Sign),FF&E + Millwork
Signage/Graphics - Interior (TBD),FF&E + Millwork
Signage/Graphics - Interior Signage,FF&E + Millwork
Signage/Graphics - Interior Signage Graphics & Branding,FF&E + Millwork
Signage/Graphics - Lahue,FF&E + Millwork
Signage/Graphics - Leviathan and Xibitz,FF&E + Millwork
Signage/Graphics - Morrison,FF&E + Millwork
Signage/Graphics - Moss,FF&E + Millwork
Signage/Graphics - Pinnical Signs,FF&E + Millwork
Signage/Graphics - Retail,FF&E + Millwork
Signage/Graphics - WARNER MUSIC LOGO,FF&E + Millwork
Signage/Graphics // Retail,FF&E + Millwork
Signage/Graphics Con,FF&E + Millwork
Signage/Graphics Consultant,FF&E + Millwork
Signage/Graphics Designer,FF&E + Millwork
Signage/Graphics Labor,FF&E + Millwork
Signage/Graphics Materials,FF&E + Millwork
Signage/Graphics Tube Art,FF&E + Millwork
Signage/Graphics design services,FF&E + Millwork
"Signage/Graphics, All",FF&E + Millwork
Signage/Graphics/ Branding,FF&E + Millwork
Signage/Graphics/Art/PLantings,FF&E + Millwork
Signage/Graphics/Artwork,FF&E + Millwork
Signage/Graphics/Bran,FF&E + Millwork
Signage/Graphics/Branding,FF&E + Millwork
Signage/Interior Furnishings,FF&E + Millwork
Signage/Merchandising,FF&E + Millwork
Signage/Wayfinding,FF&E + Millwork
Signage/Wayfinding/Environmental Graphics,FF&E + Millwork
Signage/wayfinding,FF&E + Millwork
Signage| Branding| Art,FF&E + Millwork
Signange,Uncategorized
Signs - Graphics - Marketing,FF&E + Millwork
"Signs, Film & Branding",FF&E + Millwork
Site,Uncategorized
Site Acquisition,Construction
Site Camera,Construction
Site Cleaning,Construction
Site Construction,Construction
Site Construction/General Contractor,Construction
Site Decommission Cost,FF&E + Millwork
Site Decommissioning,FF&E + Millwork
Site Dewatering Allowance,Construction
Site Due Diligence,Soft Costs
Site Engineering,Soft Costs
Site Expense - Property Management,Construction
Site Flatwork,Construction
Site Furniture PAL-04 & 6 Curb Appeal,FF&E + Millwork
Site Improvements,Construction
Site Improvements - Base Scope,Construction
Site Improvements - Exterior Work,Construction
Site Infrastructure & Landscape,Construction
Site Management,Construction
"Site Mobiization, Barricadding works and Demolition works",Construction
Site Planning for Generator,Construction
Site Prep and Stabilization,Construction
Site Preparation,Construction
"Site Preparation (Site Demo, GA Power & City Lot Relocation)",FF&E + Millwork
Site Remediation,Construction
Site Requirements,Construction
Site Restoration,Construction
Site Security,FF&E + Millwork
Site Security Service,FF&E + Millwork
Site Setup Support,Construction
Site Specific Requirements,Construction
Site Survery - Systems Source,Construction
Site Survey,Soft Costs
Site Survey (Allowance),Construction
Site Survey - ELE,Soft Costs
Site Survey - HVAC,Soft Costs
Site Survey / Property Assesment,Soft Costs
Site Survey Consultant - Draper Aden/Multivista,Soft Costs
Site Trips & Mock Ups,Construction
Site Work,Construction
Site Work - ICRA,Construction
Site-Civil Engineer: Langan,Soft Costs
Site/Civil Engineering,Soft Costs
Site/Land,Uncategorized
Sitework,Construction
"Sitework (Demolition, Earthworks, Hardscape, Landscape, Fencing)",FF&E + Millwork
Sitework Previous,Construction
"Sitework, Infrastructure, Technology",Construction
"Sitework, Infrastructures, Site Tech, Fees",Construction
Sitework-Exp,Construction
Sky Carts,FF&E + Millwork
Skylight Waterproofing - Allowance,Construction
Skyway Connection Fee,Soft Costs
Slab-on-Grade (Concrete),Construction
Slat Walls,Construction
Sleeper Install,Uncategorized
Smallwares,Uncategorized
Smallwares (COMPASS),Uncategorized
Smart Building Tech,FF&E + Millwork
Smith and Severson : Bollards at MDF,Uncategorized
Smith and Severson : Core drilling,Uncategorized
Smith and Severson : Electrical work at MDF Room,Construction
Smoke Control - Jensen Hughes,Uncategorized
Smoke Control Inspection Procedure,Soft Costs
Smoke Control Testing,Soft Costs
Soft Contingency,Soft Costs
Soft Cost,Soft Costs
Soft Cost & FEE Contingency,Soft Costs
Soft Cost - Architect,Soft Costs
Soft Cost - Contingency,Soft Costs
Soft Cost - Contingency - 3%,Soft Costs
Soft Cost - Contingency - 5%,Soft Costs
"Soft Cost - Fee - JLL, project",Soft Costs
Soft Cost - Fire/Egress Consultant,Soft Costs
Soft Cost - Miscellaneous Consultants,Soft Costs
Soft Cost - PM Change Order,Soft Costs
Soft Cost - PM Fees (JLL),Soft Costs
Soft Cost - Test Fit Architect,Soft Costs
Soft Cost Allocations,Soft Costs
Soft Cost Category Budget,Soft Costs
Soft Cost Contingency,Soft Costs
Soft Cost Contingency (10%),Soft Costs
Soft Cost Contingency (5%),Soft Costs
Soft Cost Contingency - 5%,Soft Costs
Soft Cost Contingency 5%,Soft Costs
Soft Cost Contingency @ 5%,Soft Costs
Soft Cost Expense Contingency,Soft Costs
Soft Cost Reimbursable - 3%,Soft Costs
Soft Cost Reimbursable expenses - Consultants,Soft Costs
Soft Cost Reimbursables,Soft Costs
Soft Cost Reimbursables - 3%,Soft Costs
Soft Cost and FF&E Contingency,Soft Costs
Soft Cost budget,Soft Costs
Soft Costs,Soft Costs
Soft Costs - Amenity,Soft Costs
Soft Costs - Architectural & Engineering (MSC/EMTG),Soft Costs
Soft Costs - CAP,Soft Costs
Soft Costs - Escalation and Contingency,Soft Costs
Soft Costs - M&E Peer Review (Rock Brook),Soft Costs
Soft Costs - PM Fees (JLL),Soft Costs
Soft Costs - Reimbursable Expenses,Soft Costs
Soft Costs - Reimbursables - 3%,Soft Costs
Soft Costs - S&C,Soft Costs
Soft Costs - TI,Soft Costs
Soft Costs 9.a Phase 1 Consulting,Soft Costs
Soft Costs 9.b - Cerami Acoustics Ph 2,Soft Costs
Soft Costs 9.c - Unisex WC / Mother's Room,Soft Costs
Soft Costs 9.d - Test Fits,Soft Costs
Soft Costs Cap,Soft Costs
Soft Costs Contingency,Soft Costs
Soft Costs Contingency (5%),Soft Costs
Soft Costs Contingency 10%,Soft Costs
Soft Costs Exp,Soft Costs
Soft Costs Sales Tax,Construction
Soft Costs Total,Soft Costs
Soft Costs | Approved CAR Value - GRE CAP,Soft Costs
Soft Costs | Approved CAR value - GRE CAP,Soft Costs
"Soft Costs, LL Mgmt Fee (5%) & Misc",Soft Costs
Soft Costs- All,Soft Costs
Soft Costs- Copiers,Soft Costs
Soft Costs- Cushman,Soft Costs
Soft Costs- Decommissioning,FF&E + Millwork
Soft Costs- Desktop Monitors & Stations,FF&E + Millwork
Soft Costs- Other,Soft Costs
Soft Costs- Other 4,Soft Costs
"Soft Costs- Phones, Headsets, Owls",Soft Costs
Soft Costs- Printers,FF&E + Millwork
Soft Costs-Other-Exp,Soft Costs
Soft Costs/Design Contingency,Soft Costs
Soft Flooring (Carpet),FF&E + Millwork
Soft Furnishings,FF&E + Millwork
"Soft Goods (Plates, Flatware, etc.)",Uncategorized
Soft Seating,FF&E + Millwork
Software,Uncategorized
Soho House Design Services,Soft Costs
Soil Management Plan Fee,Soft Costs
Soil Remediation,Uncategorized
Soil Testing Inc. Geotech (pre JLL),Soft Costs
Sound Barrier Walls,Construction
Sound Designer,Soft Costs
Sound Editor,Uncategorized
Sound Making/Paging,Uncategorized
Sound Masking,Uncategorized
Sound Masking (ITS),Uncategorized
Sound Masking (Incl CommZone),Uncategorized
Sound Masking - CommZone,Uncategorized
Sound Masking - Margenau,Uncategorized
Sound Masking / Paging,Uncategorized
Sound Masking Cost,Uncategorized
Sound Masking Design,Uncategorized
Sound Masking Infrastructure,Uncategorized
Sound Masking Sys-OE,Uncategorized
Sound Masking System,Uncategorized
Sound Masking Vendor - TBD,Uncategorized
Sound Masking- Lencore,Uncategorized
Sound Masking/Paging,Uncategorized
Sound System,Uncategorized
Sound masking,Uncategorized
Sound-Masking,Uncategorized
Sounding Survey - PMR,Soft Costs
Soundmasking,Uncategorized
Soundmasking (00011 / 41015),Uncategorized
Soundmasking - AVI Systems,Uncategorized
Soundmasking- Avisight,Uncategorized
Soundmasking/ Paging,Uncategorized
South Hills Movers,FF&E + Millwork
Space Planning,Soft Costs
Space Planning (CAP),Soft Costs
Space Planning (PPF),Soft Costs
Space Planning Services,Soft Costs
Spec Const Labor,Uncategorized
Spec Const Material,Uncategorized
Special (3rd Party) Inspections,FF&E + Millwork
Special Constr,Uncategorized
Special Construction,Construction
Special Construction - Glass Film Removal,Construction
Special Construction - ICRA,Construction
Special Construction - Internal Stair,Construction
Special Construction - Rigging & Relocation,FF&E + Millwork
Special Construction Labor,Construction
Special Construction-Exp,Construction
Special Equipment,FF&E + Millwork
Special Events,Uncategorized
Special Features,Uncategorized
Special Inspection,Soft Costs
Special Inspection & Material Testing,Soft Costs
Special Inspection Allowance,Construction
Special Inspection Fee,Soft Costs
